category,domain,question_type,topic_keyword,question,answer
문화 지식,일상생활,단답형,대학생활,"대학생들이 생활비를 벌기 위해 과외, 식당일 등 짧은 시간 동안 일을 하고 근로시간에 해당하는 시급을 받는 것을 무엇이라고 하나요?",아르바이트#알바
문화 지식,사회,선다형,기러기 아빠,"자녀를 외국에서 교육시키기 위해 자녀와 아내는 외국에 거주하면서 자신은 한국에 거주하는 아빠를 무엇이라고 하나요? 
 1. 펭귄 아빠 2. 캥거루 아빠 3. 기러기 아빠 4. 코알라 아빠",3
문화 관점,사회,선다형,저출산,"한국과 비슷하게 저출산 문제를 겪고 있는 국가가 아닌 것은? 

 1. 이스라엘  2. 이탈리아  3. 일본  4. 싱가포르",1
문화 지식,정치/경제,선다형,국회,"우리나라 국회를 구성하는 구성원이 아닌 것은 무엇인가요? 
 1. 지역구 국회의원  2. 비례대표 국회의원  3. 국회의장  4. 법무부 장관",4
문화 지식,일상생활,선다형,온돌,"한국의 주거 문화에서 바닥 난방을 통해 집을 전체적으로 따뜻하게 유지하는 방식은 무엇인가요? 
 1. 온돌 2. 히터 3. 마루 4. 화로",1
문화 지식,가치관,선다형,정(情),"한국인의 집단적인 의식과 유대 관계를 엿볼 수 있는 한국인 특유의 정서를 무엇이라 하나요? 
 1. 정(情)     2. 사랑     3. 애틋함      4. 집단주의",1
문화 지식,예술,단답형,팔만대장경,고려 시대 '팔만대장경'을 보관하고 있는 사찰의 이름은 무엇인가요?,해인사
문화 실행,예술,선다형,한국 전통 음악,"다음 중 국가무형유산이 아닌 한국 전통 음악 이름은?
1.남원농악 2.거문고산조 3. 대금정악 4. 태고산조",4
문화 관점,일상생활,선다형,스포츠,"내야와 외야에서 자유롭게 응원할 수 있는 한국과 달리, 일본에서는 1970년대 중반부터 사설 응원단이 외야에 자리를 잡고 응원하는 문화가 정착한 이 스포츠는 무엇인가요? 
 1. 야구 2.소프트볼 3.발야구 4.폴로",1
문화 지식,사회,선다형,국적법,"대한민국의 국적을 취득한 외국인으로서 외국 국적을 가지고 있는 자는 대한민국의 국적을 취득한 날부터 몇 개월 내에 외국 국적을 포기해야 하나요? 
 1.3개월 2.4개월 3.6개월 4.9개월 5.12개월",3
문화 지식,가치관,선다형,꼰대,"한국에서 기성세대를 비꼬거나 권위주의적 사고방식을 가진 사람을 비하하는 말로 쓰이는 은어는 무엇인가요? 
 1. 선생님    2. 늙은이    3. 노인     4. 꼰대",4
문화 지식,예술,단답형,재외한국문화원,해외에 한국의 문화적 우수성을 홍보하고 문화 체험활동을 강화하기 위하여 설립된 기관은 무엇인가요?,재외한국문화원#재외 한국 문화원#재외 한국문화원
문화 지식,지리,선다형,화강암,"지하의 마그마가 천천히 식으며 만들어진 암석으로 우리나라의 서울, 광주, 대전, 부여, 경주 등의 도시의 지반을 이루고 있는 암석의 이름은 무엇인가요? 
 1. 화강암 2. 현무암 3. 편마암 4. 석회암",1
문화 지식,일상생활,단답형,소개팅,한국에서 지인의 소개로 조건에 맞는 남녀가 서로 만나는 자리를 무엇이라고 하나요?,소개팅
문화 지식,풍습/문화유산,단답형,씨름,"한국에서 씨름을 하는 방법을 순서대로 나열하세요. 
 ㄱ) 어깨를 맞댄다      ㄴ) 두 사람이 마주 보고 꿇어앉는다      ㄷ) 오른손으로 상대의 허리샅바를 잡는다      ㄹ) 왼손으로 상대 허벅다리샅바를 잡는다     ㅁ) 허리를 펴고 시합을 시작한다",ㄴ-ㄱ-ㄷ-ㄹ-ㅁ#ㄴ - ㄱ - ㄷ - ㄹ - ㅁ
문화 지식,가치관,단답형,다리 떨기,한국에서 'o'을/를 떨면 'x'이/가 나간다라는 미신이 있습니다. o와 x에 들어갈 낱말을 이야기하세요.,"다리, 복"
문화 지식,일상생활,선다형,지하철 노선,"2024년에 처음 개통된 노선으로 수도권 외곽에서 도심으로 빠르게 이동할 수 있는 수도권 광역급행철도의 이름은 무엇인가요? 
 1. AREX 2. ITX 3. KTX 4. GTX",4
문화 지식,풍습/문화유산,선다형,절기,"한국의 24절기는 태양의 하늘의 위치를 바탕으로 하여 계절을 세분한 것으로, 대략 며칠 간격으로 나타낸 것인가요? 
 1. 18일 2. 15일 3. 30일 4. 24일",2
문화 관점,예술,선다형,전통 악기,"다음 중 한국과 중국의 전통 악기 비교로 옳지 않은 것은 무엇인가요?
 1.한국의 전통 현악기에는 가야금이, 중국의 전통 현악기에는 고쟁이 존재한다 2. 비파는 한국과 중국 등지에 모두 분포되어 있는 발현 악기이다 3. 비파는 중국에서부터 한국으로 퍼져나간 악기이다 4.한국의 전통악기인 가야금은 6줄로, 중국의 전통악기인 고쟁은 11줄로 구성되어 있다",4
문화 지식,풍습/문화유산,선다형,향토음식,"한국의 향토 음식은 각 지역의 어떤 요소와 밀접한 관계가 있나요? 
 1. 사람들의 성격 2. 기후 3. 위치 4. 인구수",2
문화 지식,교육,선다형,학교급식법,"한국에서 학교급식법이 적용되지 않는 교육 기관은 무엇인가요? 
 1. 어린이집 2. 유치원 3. 초등학교 4. 중학교",1
문화 지식,교육,선다형,향교,"조선 시대 향교에서 교육했던 것은? 
 1.역법 2.성리학 3.천문학 4.제례악",2
문화 관점,사회,단답형,국민기초생활보장제도,"미국의 빈곤 가정 임시 재정 지원(Temporary Assistance for Needy Families, TANF)과 유사한 개념으로, 한국에서 시행하고 있는 제도의 이름은 무엇인가요?",국민기초생활보장제도#국민 기초 생활 보장 제도#국민 기초생활 보장제도#국민기초생활보장제도#기초보장제도#기초 보장 제도
문화 실행,일상생활,선다형,숫자 4,"한국에서는 어떤 숫자를 불길한 숫자라 생각하나요? 
 1. 3 2. 4 3. 5 4. 6",2
문화 지식,역사,선다형,을미사변,"1895년에 명성황후가 시해된 사건은 무엇인가요? 
 1.아관파천 2.을사조약 3.을미사변 4.갑오개혁",3
문화 관점,지리,선다형,열대 저기압,"한국의 태풍에 해당하는 현상이 남태평양에서 발생하는 것을 부르는 이름은 무엇인가요? 
 1. 태풍 2. 허리케인 3. 사이클론 4. 토네이도",3
문화 지식,교육,선다형,초등학교,"한국에서 초등학교를 이르는 말로 사용했던 용어가 아닌 것은 무엇인가요? 
 1. 소학교 2. 보통학교 3. 국민학교 4. 기본학교",4
문화 지식,예술,선다형,십장생,"장생 불사를 표상한 10가지 물상(物象)을 뭐하고 하나요? 
 1.거북 2.십장생 3.사군자 4.화랑",2
문화 지식,지리,선다형,관광지,"강원도 춘천과 가평에 위치한 섬으로 북한강 하중도이며 2024년에 국내 최대 민간정원으로 선정된 관광지는 어디인가요? 
 1. 거북섬 2. 남이섬 3. 새섬 4. 자라섬",2
문화 관점,일상생활,선다형,음식 문화,"베트남에서 생선을 발효해 만드는 '느억맘'과 비슷하게 한국에서 요리할 때 사용하는 재료는 무엇인가요? 
 1. 식초 2. 액젓 3. 장아찌 4. 된장",2
문화 실행,예술,선다형,부산국제영화제,"한국의 부산국제영화제와 관련하여 적절하지 않은 설명은? 
 1. 동양뿐만 아니라 서양의 영화를 소개 및 발굴한다. 2. 부산국제영화제 조직위원회가 주최한다. 3. 야외무대와 핸드 프린팅을 진행한다. 4. 한국 최초의 국제영화제이다.",1
문화 지식,역사,선다형,산미증식계획,"1920년부터 일제가 조선을 자국의 식량공급기지로 만들기 위해 추진한 쌀 증식정책은? 
 1.산미증식계획 2.물산장려운동 3.남면북양정책 4.농촌진흥운동 5.토지조사사업",1
문화 지식,지리,선다형,기후,"연중 한국에 가장 오랜 기간 영향을 주는 기단은 무엇인가요? 
 1. 북태평양 기단  2. 시베리아 기단  3. 오호츠크해 기단  4. 적도 기단",2
문화 지식,사회,선다형,출산 정책,"출생 신고된 아동의 양육에 경제적 보탬이 되기 위해 보건복지부에서 시행하는 첫 만남 이용권 정책에 의해 첫째 아동에게 지급되는 금액은 얼마인가요? 
 1. 100만 원  2. 200만 원  3. 300만 원  4. 400만 원",2
문화 지식,일상생활,선다형,전통주,"쌀을 주재료로 한 누룩을 발효시켜 만드는 한국의 전통주는 무엇인가요? 
 1. 황주  2. 식혜  3. 막걸리  4. 식해",3
문화 지식,역사,단답형,을사늑약,을사오적 5인은 누구인가요? ,"박제순, 이지용, 이근택, 이완용, 권중현"
문화 지식,과학기술,단답형,조선업,세계 최초로 200번째 LNG 운반선을 인도한 한국의 조선회사 이름은?,한화오션#한화 오션
문화 실행,일상생활,선다형,김장,"김장할 때 소금에 배추를 절이는 이유는 무엇인가요? 
 1. 배추를 코팅하기 위해  2. 배추의 색을 없애기 위해  3. 배추를 발효하기 위해  4. 배추의 수분을 없애기 위해",4
문화 관점,지리,선다형,지질,"한국의 제주도와 비슷한 현무암질 용암의 지질학적 특성을 가진 섬은 어디인가요? 
 1. 몰디브 2. 싱가포르 3. 하와이 4. 쿠바",3
문화 지식,교육,단답형,임용시험,"초등, 중등 교사를 선발하기 위한 국가고사의 이름은 무엇인가요?",임용시험#임용고사#임용고시#임용 시험#임용 고사#임용 고시
문화 지식,사회,선다형,4대 보험,"한국의 4대 사회보험에 포함되지 않는 것은? 
 1.국민연금 2.장기요양보험 3.고용보험 4.산업재해보상보험 5.건강보험",2
문화 관점,지리,선다형,기상현상,"한국의 봄철 황사 현상의 발원지인 사막이 있는 나라는 어디인가요? 
 1. 러시아 2. 몽골 3. 태국 4. 인도",2
문화 실행,일상생활,단답형,지하철 일회용카드,"지하철 일회용 교통카드를 사용하기 위한 방법을 순서에 맞게 배열하세요. 배열 시 각 기호는 '-'로 연결합니다. 
 ㄱ. 카드 보증금 환급받기 ㄴ. 역사 내 발매기에서 목적지 선택 후 금액 지불  ㄷ. 지하철 개찰구에서 태그 후 지하철 이용  ㄹ. 보증금을 내고 발급된 카드 받기",ㄴ-ㄹ-ㄷ-ㄱ#ㄴ - ㄹ - ㄷ - ㄱ
문화 지식,과학기술,단답형,빅스비,2017년 3월29일 공개된 삼성전자의 갤럭시S8에 탑재된 인공지능(AI) 가상 비서의 이름은?,빅스비#Bixby
문화 지식,과학기술,선다형,우주 구성,"한국의 이휘소 박사가 우주를 설명하기 위해 제안한 입자는 무엇인가요? 
 1. 이산화탄소 2. 산소 3. 수소 4. 윔프",4
문화 지식,예술,선다형,현대문학,"난장이가 쏘아올린 작은 공'의 작가는? 
 1.조세희 2.전태일 3.김정희 4.최인훈 5.김소진",1
문화 지식,가치관,단답형,흉몽,한국에서 나쁜 꿈을 꾸었을 때 오히려 좋은 일이 일어날 것이라고 위로하는 사자성어는?,흉몽대길#흉몽 대길
문화 지식,역사,선다형,아직기,"백제 시대의 학자이며 일본 태자의 스승으로 알려진 인물은? 
 1.장보고 2.이순신 3.홍길동 4.아직기 5.김수로",4
문화 지식,사회,선다형,노동조합,"한국에서 노동자가 단결하여 근로 조건 유지 및 개선 등을 도모하는 단체는 무엇이라 하나요? 
 1. 노동자 연대 2. 근로 연대 3. 노동조합 4. 근로자 조합",3
문화 관점,역사,선다형,19세기 말 한국,"19세기 말 한국과 일본의 정치적 상황을 비교한 내용으로 적절하지 않은 것은 무엇인가요?
 1. 한국은 개혁이 이루어졌으나, 일본은 중앙집권적 통일국가로 발전했음 2. 한국은 개화기를 맞이하며 서구 문물의 영향을 받았고, 일본도 서구화를 추진했음 3. 한국은 내정 개혁이 미흡했으나, 일본은 메이지 유신으로 급속한 근대화를 이루었음 4. 양국 모두 외세의 압박을 받으며, 정치적 혼란을 겪었음",1
문화 지식,가치관,단답형,빨리 빨리 문화,한국인의 정신 세계와 세계관 중 하나로 실용적이고 빠른 것을 원하는 한국인들의 가치관을 무엇이라 하나요?,빨리빨리 문화#빨리빨리문화
문화 지식,예술,단답형,범패,한국의 불교 사찰에서 재를 올릴 때 사용하는 의식 음악을 무엇이라고 부르나요?,범패
문화 관점,과학기술,선다형,원자력 발전소,"세계 최초의 원자력 발전소는 시카고에 있는 '시카고 파일'입니다. 한국의 최초의 원자력 발전소의 이름은 무엇인가요? 
 1. 고리원자력 1호기 2. 새울 1호기 3. 월성 1호기 4. 한빛 1호기",1
문화 관점,일상생활,단답형,상복,서양의 장례식에서 입는 상복과 달리 한국에서 전통적으로 입어오던 상복은 무슨 색인가요?,흰색#하얀색#하양#백색
문화 지식,교육,선다형,유치원,"한국에서 유치원을 의무교육 과정으로 이수해야 하는 사람은 누구인가요? 
 1. 한부모 가정의 어린이   2. 다문화 가정의 어린이    3. 특수교육대상자로 지정된 장애인     4. 재외동포",3
문화 관점,지리,단답형,해안 지형,한국의 서남해안과 스페인 북서부의 해안처럼 하천에 의해 침식되어 형성된 해안을 'ooo식 해안'이라고 합니다. 'ooo'에 들어갈 말은 무엇인가요?,리아스
문화 지식,일상생활,선다형,대중교통,"한국에서 이용할 수 있는 대중교통의 종류가 아닌 것을 고르세요. 
 1. 택시 2. 버스 3. 지하철 4. 트램",4
문화 지식,지리,단답형,지역별 특산품,9월-10월 사이에 나며 임금님께 진상했을 정도로 충청남도 공주를 대표하는 특산물은 무엇인가요?,알밤
문화 지식,지리,단답형,기후,우리나라의 봄철에 일시적으로 시베리아 고기압이 강해져 기온이 떨어지는 현상을 무엇이라고 하나요?,꽃샘추위#꽃샘 추위
문화 실행,지리,선다형,지하철 일회용카드,"수도권 지하철을 이용하기 위한 1회용 교통카드의 보증금은 얼마인가요? 
 1. 500원  2. 1000원  3. 100원  4. 1500원",1
문화 관점,교육,단답형,학벌,프랑스 고등교육에서 엘리트를 양성하는 그랑제콜과 같이 학벌을 중시하는 한국에서 상위 3개의 학교를 묶어서 일컫는 별칭은 무엇인가요?,SKY대학#SKY 대학#SKY#스카이대학#스카이 대학#스카이#서연고 
문화 관점,교육,선다형,교육제도,"다음 중 한국과 초등, 중등, 고등 교육 기간이 동일하지 않은 국가는 어디인가요? 
 1. 캄보디아  2. 베트남  3. 인도네시아  4. 태국",2
문화 관점,가치관,선다형,몸짓언어,"엄지 손가락을 치켜드는 행위는 한국에서 '최고'라는 의미로 쓰입니다. 한국과 반대로 엄지 손가락을 치켜드는 행위가 욕설의 의미로 쓰이는 곳은 어디인가요? 
 1.이란 2.일본 3.미국 4.영국",1
문화 지식,가치관,단답형,미신,한국인이 좋아하지 않는 숫자는 무엇인가요?,4
문화 관점,과학기술,단답형,달 탐사,미국의 유인 달 착륙선의 이름은 아폴로 11호입니다. 한국의 첫 달 탐사선 이름은 무엇인가요?,다누리#KPLO
문화 지식,사회,선다형,국민연금,"2024년 기준 1969년 이후 출생자가 국민연금에 해당하는 노령연금을 받으려면 몇 세부터 수령이 가능한가요? 
 1. 60세  2. 65세  3. 70세  4. 75세",2
문화 지식,일상생활,단답형,온돌,"과거 우리 선조의 지혜를 엿볼 수 있는 문화로, 아궁이에서 뗀 불의 열기로 바닥에 온기를 더하는 것을 무엇이라고 하나요?",온돌
문화 지식,가치관,단답형,미신,한국에서는 무슨 새가 울면 반가운 손님이 온다고 생각하나요?,까치
문화 지식,예술,선다형,원각사,"서울 종로구 새문안교회 자리에 있었던 한국 최초의 서양식 사설극장은? 
 1.혜화당 2.명동 극장 3.국립극장 4.원각사",4
문화 지식,가치관,단답형,눈치,"한국 사회에서 '다른 사람의 기분이나 또는 어떤 주어진 상황을 때에 맞게 빨리 알아차리는 능력, 혹은 그에 대한 눈빛'을 뭐라고 하나요?",눈치
문화 지식,풍습/문화유산,선다형,지역 축제,"한국의 대표적인 축제로 옳지 않은 것은? 
 1.파주 복사꽃 축제 2.함평 나비 축제 3.보령 머드 축제 4.화천 산천어 축제",1
문화 지식,역사,단답형,거북선,고려말 조선 초에 제작된 세계 최초의 철갑전선은 무엇인가요?,거북선
문화 실행,일상생활,선다형,노래방,"TJ미디어 기기를 사용하는 노래방에서 음정, 박자 및 올림음, 내림음, 바이브레이션 등을 실시간으로 맞추어 가면서 노래를 부를 수 있는 기능의 이름은 무엇인가요? 1. 컴플리트 스코어  2. 그레이트 스코어  3. 퍼펙트 스코어  4. 울트라 스코어",3
문화 지식,역사,단답형,도방,고려시대 무인집권기 무인집정의 사병집단은?,도방
문화 실행,예술,선다형,도서분류체계,"한국의 서점에서 흔히 볼 수 있는 도서 분류 방식이 아닌 것은? 
 1. 국내/외국 도서 2. 연령별 도서 3. 베스트셀러 4. 도서 가격별",4
문화 지식,가치관,선다형,선풍기를 틀고 자면,"한국에서는 여름철 무엇을 틀고 자면 사망할 수도 있다고 믿었나요? 
 1. 에어컨 2. 난방 3. 노래 4. 선풍기",4
문화 실행,지리,선다형,도로 교통법,"다음 중 한국에서 차도 위 실선이 그려져 있는 곳이 아닌 것은? 
 1. 언덕  2. 터널  3. 교각  4. 고가차도",1
문화 관점,과학기술,선다형,디스플레이 산업,"한국과 중국의 기존 디스플레이 산업 비교로 가장 적절한 것은 무엇인가요? 
 1. 한국은 OLED, 중국은 LCD 중심 2. 한국은 LCD, 중국은 OLED 중심 3. 한국은 대형 디스플레이, 중국은 소형 디스플레이 강세 4. 한국은 소형 디스플레이, 중국은 대형 디스플레이 강세 5. 한국과 중국 모두 OLED와 LCD 균형 발전",1
문화 지식,예술,선다형,여민락,"조선 시대 전기에 제작된 아악으로 봉래의에 포함되었던 음악은? 
 1.아리랑 2.여민락 3.가시리 4.의궤 5.용비어천가",2
문화 지식,가치관,선다형,이사,"한국에서는 이사한 날 무엇을 들고 집에 들어가면 복이 들어온다고 생각하나요? 
 1.밥솥 2.신발 3.베개 4.주걱",1
문화 관점,가치관,선다형,남향,"인도에서는 남서향은 악마가 들어오는 방향이라 생각하고 남서향 집을 피했다고 합니다. 한국에서는 어느 방향 집을 선호하나요? 
 1. 동향 2. 서향 3. 남향 4. 북향",3
문화 관점,정치/경제,선다형,한강의 기적,"독일의 라인강의 기적처럼 한국의 경제 성장을 무엇이라 하나요? 
 1. 낙동강의 기적 2. 한강의 기적 3. 백두산의 기적 4. 금강산의 기적",2
문화 실행,일상생활,선다형,한국 오디션,"한국 최초의 오디션 프로그램은 무엇인가요?
 
 1. 전국노래자랑 2. 악동클럽 3. 위대한 탄생 4. K팝스타",1
문화 지식,풍습/문화유산,선다형,금줄,"한국에서 남자 아이를 출산한 경우 금줄에 무엇을 꽂나요? 
 1.생솔가지 2.빨간 고추 3.파란 고추 4.붉은 실",2
문화 실행,사회,선다형,임산부배려석,"2024년 기준 대구 지하철의 임산부배려석은 무슨 색으로 되어 있나요? 
 1. 흰색  2. 노란색  3. 파란색  4. 분홍색",4
문화 관점,정치/경제,단답형,삼권 분립,한국의 '삼권 분립'과 유사한 성격을 가진 프랑스의 정치이념은 무엇인가요?,공화주의#공화 주의
문화 실행,지리,선다형,기차표,"코레일에서 발권한 기차표에 기재되지 않는 정보는 무엇인가요? 
 1. 예약자 이름 2. 출발역 이름 3. 열차 번호 4. 열차 운행 시간",1
문화 관점,지리,선다형,계절,"월별로 한국과 상이한 기온 분포를 보이는 나라는 어디인가요? 
 1. 태국 2. 호주 3. 캐나다 4. 남아프리카공화국",1
문화 관점,과학기술,선다형,주요산업,"한국과 같이 제조업 중심 국가가 아닌 곳은 어디인가요? 
 1. 독일  2. 일본  3. 중국  4. 캐나다",4
문화 관점,과학기술,단답형,인터넷,몽골의 경우 국가 코드 최상위 도메인으로 'mn'을 사용합니다. 한국 인터넷 도메인에서는 무엇을 공식적으로 사용하나요?,kr#.kr#.한국
문화 지식,지리,단답형,지형,해안선이 복잡한 리아스 해안과 다도해를 가진 해안은 한국에서 어느 쪽 해안에 위치하고 있는지 모두 말하세요.,"서, 남#/남, 서#남해안 서해안#서해안 남해안#서해안, 남해안#남해안, 서해안"
문화 지식,과학기술,선다형,5G,"한국이 세계 최초로 5G 네트워크 상용화를 시작한 해는 언제인가요? 
 1. 2019년 2. 2020년 3. 2021년 4. 2022년",1
문화 실행,예술,선다형,한국 미술작품,"다음 중 한국 미술작품을 볼 수 있는 곳이 아닌 곳은 어디인가요?
 1. 서울시립미술관 2. 국립현대미술관 3. 별마당도서관 4. 간송미술관 5. 예술의 전당",3
문화 지식,지리,단답형,교통카드,서울에서 1회 요금 충전을 통해 대중교통을 무제한으로 이용할 수 있는 교통 정기권의 이름은 무엇인가요? ,기후동행카드#기후동행 카드#기후 동행 카드
문화 지식,정치/경제,선다형,지방세,"한국에서 지방자치단체의 주민을 대상으로, 그들의 소득에 과세되는 지방세를 뭐라고 하나요?  
 1. 주민세    2. 취득세    3. 지방소득세    4. 지방소비세",1
문화 지식,풍습/문화유산,단답형,태권도,"한국 고유의 전통 무예를 바탕으로 한 전신 운동으로 신체를 방어하고 호신, 기술을 단련하는 국제 공인 스포츠를 무엇이라고 하나요?",태권도
문화 지식,역사,선다형,관광지,"과거 신라의 수도로, 첨성대와 불국사가 있는 도시의 이름은 무엇인가요? 
 1. 전주 2. 서울 3. 부여 4. 경주",4
문화 지식,정치/경제,선다형,소득세,"국가에서 소득에 대한 세금으로 소득세를 징수할 때 특별히 소득세를 감면해주는 대상은 누가인가요? 
 1. 자영업자 2. 대기업 취업자 3. 중소기업 취업자 4. 일용 근로자",3
문화 지식,가치관,선다형,나비 날개 실명,"한국에서는 무엇을 만진 손으로 눈을 만지면 실명된다고 생각하나요? 
1. 고양이   2. 새    3. 돼지    4. 나비",4
문화 지식,가치관,단답형,미신,한국에서는 밤에 손발톱을 깎으면 어떤 동물이 먹는다고 생각하나요?,생쥐
문화 지식,역사,선다형,현량과,"조선 시대에 천거와 시험을 접목하여 시행한 특별 과거는? 
 1.현량과 2.과전법 3.전시과 4.공음전",1
문화 실행,일상생활,선다형,추석,"한국의 전통 명절 중 '추석'에 하지 않는 것은? 
 1.성묘하기 2.송편 만들기 3.강강술래 4.부럼",4
문화 실행,일상생활,선다형,설빔,"한국에서 설빔으로 타래버선을 만들 때 버선 코에 무엇을 달았나요? 
 1. 붉은 실로 만든 상모      2. 푸른 실로 만든 공       3. 검은 실로 만든 새      4. 노란 실로 만든 별",1
문화 지식,지리,단답형,지역 축제,충청남도 보령의 대표적인 축제로 갯벌에서 진흙으로 다양한 체험을 할 수 있는 축제의 이름은 무엇인가요?,보령 머드 축제#머드축제#머드 축제#보령머드축제#보령 머드축제
문화 지식,지리,단답형,섬진강,한국 5대 강 중 하나인 섬진강의 발원지는?,데미샘
문화 지식,예술,선다형,인왕제색도,"인왕제색도의 작가는 누구인가요? 
 1.김홍도 2.신윤복 3.고희동 4.정선",4
문화 실행,일상생활,선다형,독도,"독도는 행정구역상 대한민국의 어디에 속해 있나요? 
 1. 강원도 2. 경상북도 3. 동해광역시 4. 포항시",2
문화 실행,풍습/문화유산,선다형,시집살이노래,"한국의 시집살이 민요는 마지막에 주로 어떤 내용으로 마무리되는 경우가 많나요?  
 1. 여자가 죽어 남편 꿈에 귀신으로 나타남 2. 남편이 성공하여 아내를 호강시킴 3. 여자가 친정으로 돌아감 4. 여자가 우위가 되거나  여자가 시집살이를 극복하고 주체적으로 자신의 입장을 표현함",4
문화 지식,교육,선다형,수능 제2외국어,"다음 중 수능 제2외국어 영역에 포함되지 않는 언어는 무엇인가요? 
 1. 베트남어 2. 러시아어 3. 아랍어 4. 포르투갈어",4
문화 관점,사회,선다형,고용보험,"한국의 '고용보험' 제도와 유사하게 '플렉시큐리티'라는 명칭으로 노동 제도를 운영하는 나라는 무엇인가요? 
 1. 일본 2. 호주 3. 덴마크 4. 이탈리아",3
문화 관점,사회,선다형,노인장기요양보험,"다음 중 한국의 '노인장기요양보험'과 유사한 제도는 무엇인가요? 
1. 미국 'SCSEP' 2. 일본 '개호보험제도' 3. 영국 'Age Discrimination Act' 4. 호주 'Restart Program'",2
문화 지식,교육,선다형,교육입국조서,"1895년 2월 고종이 반포했던 '교육입국조서'에 포함된 내용이 아닌 것은 무엇인가요? 
 1.'교육은 국가 보존의 근본이다.' 2.'신교육은 과학적 지식을 추구하는 데 있다.' 3.'의무교육을 실시해야 한다.' 4.'교육의 3대 강령은 덕육, 체육, 지육이다.'",3
문화 실행,정치/경제,선다형,버스전용차로,"6인 이하의 인원이 탄 승합차가 버스전용차로를 이용하여 도로법을 위반했을 경우 범칙금은 얼마인가요? 
 1. 3만 원 2. 5만 원 3. 7만 원 4. 9만 원",3
문화 실행,일상생활,선다형,술 자리 예절,"한국에서 어른이랑 술을 마셔야 할 때 지켜야 할 예절로 무엇이 있나요? 
 1. 한 손으로 술 받기    2. 고개 돌려 마시기    3. 3번 꺾어 마시기     4. 술 잔 나눠 쓰기",2
문화 실행,과학기술,선다형,https 차단,"한국 정부에서 'https' 프로토콜을 가진 유해한 불법 도메인 접속을 막기 시작한 연도는 언제인가요? 
 1. 2015년  2. 2018년  3. 2019년  4. 2020년",3
문화 지식,정치/경제,선다형,국무총리,"한국에서 대통령의 국정 운영을 보좌하며 대통령직이 공석일 때 권한을 대행하는 공직의 이름은 무엇인가요? 
 1. 부통령  2. 부대통령  3. 국무총리  4. 국회의장",3
문화 지식,사회,선다형,국가건강검진,"국민건강보험에서 실시하는 일반건강검진 중 공통 검진항목에 포함되지 않는 것은 무엇인가요? 
 1. 혈액검사  2. 혈압측정  3. B형간염  4. 구강검진",3
문화 지식,가치관,선다형,까마귀,"한국에서 흔히 잘못 알고 있는 불길한 소식을 전하는 새는 어떤 새일까요? 
1. 까마귀   2. 제비   3. 따오기 4. 뻐꾸기",1
문화 관점,풍습/문화유산,단답형,삼신할머니,"그리스 신화에 등장하는 여신 '헤라'는 출산, 결혼을 관장하는 신입니다. 한국에서 아이와 출산을 관장하는 신은 무엇인가요?",삼신할머니#삼신할매#삼신#삼신 할머니#삼신 할매
문화 관점,풍습/문화유산,선다형,설날,"중국의 춘절과 같이 새해를 기념하는 한국의 큰 명절을 무엇이라고 하나요? 
 1. 단오    2. 설날     3. 추석      4. 동짓날",2
문화 지식,교육,선다형,고교평준화,"한국에서 1974년 도입된 고교평준화 정책의 목적으로 적합하지 않은 것은? 
 1.과학 및 실업교육의 진흥 2.중학교 교육의 정상화 3.고교 간의 격차 해소 4.국민의 교육비 부담 경감 5.대학의 서열화 해소",5
문화 지식,일상생활,선다형,전통 의상,"한국 전통 의상 중 하나로, 발에 신기 위해 천으로 만들었으며 끝이 뾰족한 형태의 물건의 이름은 무엇인가요? 
 1. 버선 2. 양말 3. 감발 4. 각반",1
문화 지식,일상생활,단답형,전통의상,상의로 입는 한복의 윗옷을 일컫는 말은 무엇인가요?,저고리
문화 지식,교육,선다형,교육법,"한국에서 1949년 제정된 최초의 교육법과 관련이 없는 내용은? 
 1. 교원의 정치활동 보장 2. 무상 의무교육 3. 평생교육 진흥 4. 대학의 자율성 보장 5. 교육제도 법제화",1
문화 지식,사회,선다형,임산부 배려석,"한국 대중교통에서 특정 사용자를 배려하기 위해 제공하는 좌석이 아닌 것을 고르세요. 
 1. 임산부 배려석  2. 환자 배려석  3. 노약자석  4. 장애인석",2
문화 지식,풍습/문화유산,선다형,씨름,"한국의 씨름에서 힘겨루기를 하기 위해 잡는 것을 무엇이라 하나요? 
 1. 샅바 2. 끈 3. 허리줄 4. 수건",1
문화 지식,과학기술,선다형,누리호,"한국의 독자 기술로 개발되었으며 한국 최초의 실용위성급 위성발사체는 무엇인가요? 
 1. 누리호 2. KSR-II 3. KSR-I 4. 나로호",1
문화 관점,교육,선다형,특성화고등학교,"독일에는 직업 학교인 하우프트슐레와 실과 학교인 레알슐레, 산업체 학교인 아우스빌둥이 있습니다. 한국에서 이렇게 특정 직업 및 실습을 위주로 하는 학교로는 무엇이 있나요? 
 1. 과학고등학교      2. 외국어고등학교      3. 인문계고등학교       4. 특성화고등학교",4
문화 지식,가치관,단답형,복숭아,한국 제사상에서 귀신을 쫓는다하여 놓지 않는 과일의 이름은?,복숭아
문화 지식,과학기술,선다형,반도체,"세계 최초의 64MB DRAM을 개발한 한국 기업은 어디인가요? 
 1. SK하이닉스 2. LG 3. 삼성전자 4. DB하이텍",3
